"Food ID","Name","Optional Name","Description","Scientific Name","Derivation","Nitrogen Factor","Fat Factor","Specific Gravity","Sampling details","Inedible Portion","Edible Portion","Group","Sub Group","Sort Order"
"08E40014","Pate De Foie","","Meat paste commonly containing chicken liver, pork, salt, herbs, spices, flavours, sodium nitrite, food acid, water added.","","Analysed","6.25","0.860","0.000","Majority of nutrients (proximates, vitamins, minerals and fatty acids) are derived from a composite sample of 2 brands of pate de foie, purchased in Sydney in 1981/82. A composite sample of 6 products of pate de foie was also analysed by AGAL in 1989. Brands analysed included 1 x Chapmans (Pate de fois), 1 x Rubens (French pate), 1 x Copperpot (Copperpot pate country herbs), 1 x Don (commercial pate), 1 x Dandy (commercial pate), 1 x unknown brand (pate de fois).","nil","100%","Meat and Meat Products","Processed Meats","1990"
"08E20062","Polish Sausage","","Salami containing pork, beef, salt, sugar, spices, sodium nitrite, sodium nitrate. Purchased ready to eat.","","Analysed","6.25","0.920","0.000","Majority of nutrients (proximates, vitamins, minerals and fatty acids) are derived from a composite sample of 2 brands of polish salami, purchased in Sydney in 1981/82. Vitamins and minerals are also derived from a composite sample of 6 polish sausage products analysed by AGAL in 1989. Brands analysed included 2 x Garibaldi (polish stub sausage), 1 x GJ Coles (sliced polish sausage), 3 x unknown brand (polish stub sausage).","nil","100%","Meat and Meat Products","Processed Meats","1991"
"08E30127","Salami, Danish","","Processed, fermented meat, served in circular slices. Contains pork, beef, salt, sugar, spices, sodium nitrite, sodium nitrate.","","Analysed","6.25","0.920","0.000","Majority of nutrients (proximates, vitamins, minerals and fatty acids) are derived from a composite sample of 3 brands of Danish salami, purchased in Sydney in 1981/82. Vitamins and minerals also derived from a composite sample of 6 products analysed by AGAL in 1989. Brands of  Danish salami analysed included 2 x Tibaldi, 2 x Garibaldi, 1 x Don, 1 x Presto. I, Na, Ca, K also derived from a composite sample of 8 salami products analysed in 2006 (4 x Hungarian salami, 4 x unspecified type of salami). Trace elements derived from 1996 Australian Market Basket Survey results.","nil","100%","Meat and Meat Products","Processed Meats","1992"
"08E30130","Salami, Hungarian","","Processed fermented meat, served in circular slices. Contains pork, beef, salt, glucona delta lactone, spices, dextrose, antioxidant, sodium nitrite, sodium nitrate and sodium polyphosphate.","","Analysed","6.25","0.920","0.000","Majority of nutrients (proximates, vitamins, minerals and fatty acids) are derived from a composite sample of 3 brands of Hungarian salami, purchased in Sydney in 1981/82. Vitamins and minerals also derived from a composite sample of 6 products analysed by AGAL in 1989. Brands of Hungarian salami analysed included 1 x Tibaldi (Hungarian dry salami), 2 x Presto (Hungarian; White Hungarian), 1 x Dons, 1 x Garibaldi, 1 x Rossi. I, Na, Ca, K also derived from a composite sample of 8 salami products analysed in 2006 (4 x Hungarian salami, 4 x unspecified type of salami). Trace elements derived from 1996 Australian Market Basket Survey results. Fibre is imputed.","nil","100%","Meat and Meat Products","Processed Meats","1993"
"08E30131","Salami, Mettwurst","","Processed fermented meat, served in circular slices. Contains beef, pork, salt, spices, sugar, skim milk powder, sodium nitrite and sodium nitrate.","","Analysed","6.25","0.920","0.000","Majority of nutrients (proximates, vitamins, minerals and fatty acids) are derived from a composite sample of 1 brand analysed, purchased in Sydney in 1981/82. Vitamins and minerals also derived from a composite sample of 6 products analysed by AGAL in 1989. Brands of Mettwurst analysed included 1 x Tibaldi, 2 x Wintulichs, 1 x Garibaldi, 1 x Don, 1 x Blue Ribbon. I, Ca, Na, K also derived from a composite sample of 8 salami products analysed in 2006 (4 x Hungarian salami, 4 x unspecified type salami). Trace elements derived from 1996 Australian Market Basket Survey. Fibre is imputed.","nil","100%","Meat and Meat Products","Processed Meats","1994"
"08E30122","Salami, Pepperoni","","Spicy, fermented manufactured meat, served in thin circular slices. Product contains pork & beef, salt, sugar, spices, sodium nitrate, sodium nitrite.","","Analysed","6.25","0.920","0.000","Majority of nutrients (proximates, vitamins, minerals and fatty acids) are derived from a composite sample of 4 products (1 brand) of pepperoni, purchased in Sydney in 1981/82 from 4 different delicatessens. Vitamins and minerals also derived from a composite sample of 6 products analysed by AGAL in 1989. Brands of pepperoni analysed include 1 x each of Blue Ribbon, Don, Garibaldi, Presto, 2 x Tibaldi) obtained from supermarkets/delis in Adelaide in 1989. I, Ca, Na, K also derived from a composite sample of 8 salami products analysed in 2006 (4 x Hungarian salami, 4 x unspecified type salami). Trace elements derived from 1996 Australian Market Basket Survey.","nil","100%","Meat and Meat Products","Processed Meats","1995"
"08E20065","Sausage, Beef, Fried, Home Prepared","","Sausage (thick or thin) commonly containing beef, wheat flour, salt, rice flour, mineral salts, preservative, spices, water added. Sausages pricked and placed in a non-stick frypan and fried gently without added fat, turning frequently for 14 mins. Sausages drained on absorbent paper after cooking.","","Analysed","6.25","0.950","0.000","Majority of nutrients (proximates, vitamins and minerals) are derived from a composite sample of 6 samples of beef sausages (3 x thick sausages, 3 x thin sausages) purchased from supermarkets/butchers in Adelaide in 1988 for the AGAL Processed Meats Program. Brands of sausages analysed included 1 x thin BBQ beef (butcher), 2 x thin beef (butcher), 1 x thick Country Style (Woolworths), 1 x thick Cresta Small Goods, 1 x thick The Sausage Shop. Fatty acid data imputed from grilled sausages. Folate imputed from grilled sausages. Trace elements derived from 22nd ATDS analyses in 2005. Products analysed included 10 x beef sausages purchased from supermarkets throughout Australia (1 x NSW, 2 x SA, 2 x WA, 2 x NT, 3 x ACT). Heavy metals derived from the analysis of 9 x beef sausages (19th and 20th ATDS).","nil","100%","Meat and Meat Products","Processed Meats","1996"
"08E20064","Sausage, Beef, Grilled, Home Prepared","","Sausage (thick or thin) commonly containing beef, wheat flour, salt, rice flour, mineral salts, preservative, spices, water added. Sausages pricked and grilled under hot grill, turning frequently for 12 mins.","","Analysed","6.25","0.950","0.000","Nutrients (proximates, vitamins, minerals and fatty acids) are derived from a composite sample of 6 samples of beef sausages (3 x thick sausages, 3 x thin sausages) purchased from supermarkets/butchers in Adelaide in 1988 for the AGAL Processed Meats Program. Brands of sausages analysed included 1 x thin BBQ beef (butcher), 2 x thin beef (butcher), 1 x thick Country Style (Woolworths), 1 x thick Cresta Small Goods, 1 x thick The Sausage Shop. Folate analysed in 300g regular thick and thin beef sausages (4 x supermarkets, 2 x butchers shops), purchased in 2005. Trace elements derived from 22nd ATDS analyses in 2005. Products analysed included 10 x beef sausages purchased from supermarkets throughout Australia (1 x NSW, 2 x SA, 2 x WA, 2 x NT, 3 x ACT). Heavy metals derived from the analysis of 9 x beef sausages (19th and 20th ATDS).","nil","100%","Meat and Meat Products","Processed Meats","1997"
"08E20063","Sausage, Beef, Raw","","Sausage (thick or thin) commonly comtaining minced beef, wheat flour, salt, rice flour, mineral salts, preservative, spices, water added.","","Analysed","6.25","0.950","0.000","Majority of nutrients (proximates, vitamins and minerals) are derived from a composite sample of 6 samples of beef sausages purchased (3 x thick sausages, 3 x thin sausages) from supermarkets/butchers in Adelaide in 1988 for the AGAL Processed Meats Program. Brands of sausages analysed included 1 x thin BBQ beef (butcher),  2 x thin beef (butcher), 1 x thick Country Style (Woolworths), 1 x thick Cresta Small Goods, 1 x thick The Sausage Shop. Fatty acids derived from 2005 NSW Trans Fatty Acid program. Raw products analysed included 5 x beef sausages (1 x Woolworths Aussie Beef, 1 x Cleavers Organic Beef, 1 x Gourmet Butch's Bangers Country Beef, 1 x Coles Thin Beef, 1 x Woolworths Beef).","nil","100%","Meat and Meat Products","Processed Meats","1998"
"08E20070","Sausage, Deep Fried, Commercial","","Deep fried plain sausage. Type unspecified.","","Analysed","6.25","0.950","0.000","Nutrients (proximates, minerals and fatty acids) are derived from a composite sample of 5 deep fried sausages, purchased from take-away outlets in Sydney in 1980/81.  Vitamins are derived from a composite sample of 10 sausages analysed, purchased in Sydney from take-away outlets in 1983.","nil","100%","Meat and Meat Products","Processed Meats","1999"
"08E20068","Sausage, Pork, Fried, Home Prepared","","Sausage (thick or thin) commonly containing pork, wheat flour, salt, rice flour, mineral salts, preservative, hydrolysed vegetable protein, spices, water added. Sausages pricked and placed in a non-stick frypan and fried gently without added fat, turning frequently for 16 mins. Sausages drained on absorbent paper after cooking.","","Analysed","6.25","0.950","0.000","Majority of nutrients (proximates, vitamins and minerals) are derived from a composite sample of 6 samples of pork sausages (4 x thin sausages, 2 x thick sausages) purchased from supermarkets/butchers in Adelaide in 1988 for the AGAL Processed Meats Program. Brands of sausages analysed included 2 x thin (Conroys), 1 x thick (Conroys), 1 x thin (Woolworths Country Style), 1 x thin (Cresta Small Goods), 1 x thick (Deli). Fatty acid data imputed from grilled pork sausages.","nil","100%","Meat and Meat Products","Processed Meats","2000"
"08E20067","Sausage, Pork, Grilled, Home Prepared","","Sausage (thick or thin) commonly containing pork, wheat flour, salt, rice flour, mineral salts, preservative, hydrolysed vegetable protein, spices, water added. Sausages pricked and grilled under hot grill, turning frequently for 14 mins.","","Analysed","6.25","0.950","0.000","Nutrients (proximates, vitamins, minerals and fatty acids) are derived from a composite sample of 6 samples of pork sausages (4 x thin sausages, 2 x thick sausages) purchased from supermarkets/butchers in Adelaide in 1988 for the AGAL Processed Meats Program. Brands of sausages analysed included 2 x thin (Conroys), 1 x thick (Conroys), 1 x thin (Woolworths Country Style), 1 x thin (Cresta Small Goods), 1 x thick (Deli).","nil","100%","Meat and Meat Products","Processed Meats","2001"
"08E20066","Sausage, Pork, Raw","","Sausage (thick or thin) commonly containing pork, wheat flour, salt, rice flour, mineral salts, preservative, hydrolysed vegetable protein, spices, water added. ","","Analysed","6.25","0.950","0.000","Majority of nutrients (proximates, vitamins and minerals) are derived from a composite sample of 6 samples of pork sausages purchased (4 x thin sausages, 2 x thick sausages) from supermarkets/butchers in Adelaide in 1988 for the AGAL Processed Meats Program. Brands of sausages analysed included 2 x thin (Conroys), 1 x thick (Conroys), 1 x thin (Woolworths Country Style), 1 x thin (Cresta Small Goods), 1 x thick (Deli). Fatty acid data imputed from grilled pork sausages.","nil","100%","Meat and Meat Products","Processed Meats","2002"
"08E20061","Saveloy, Battered, Deep Fried","","Saveloy pork sausage, coated in commercial batter and then deep fried. Batter may contain self raising flour, plain flour, bicarbonate of soda, water, egg. ","","Analysed","6.25","0.950","0.000","Majority of nutrients (proximates, minerals and fatty acids) are derived from a composite sample of 9 battered saveloy products analysed, purchased from take-away outlets in Sydney in 1980/81. A composite sample of 10 products of battered saveloys, purchased in Sydney take-away outlets in 1983 was also analysed for a number of vitamins.","nil","100%","Meat and Meat Products","Processed Meats","2003"
"08E30158","Spam, Canned","","Manufactured pork product containing chopped pork shoulder, leg ham, salt, sugar, mineral salts, sodium nitrite, water added.","","Analysed","6.25","0.925","0.000","Majority of nutrients (proximates, minerals and fatty acids) are derived from a composite sample of 4 brands analysed (brands not specified), purchased from retail outlets in Sydney in 1984. Vitamins are derived from a composite sample of 4 samples of Hormel brand Spam analysed, purchased in Adelaide in 1988 by AGAL. Amino acids are imputed from pork flesh.","nil","100%","Meat and Meat Products","Processed Meats","2004"
